clpA	-11157.444	-11157.426	-11156.293	-11155.368
clpB	-14495.565	-14494.982	-14495.492	-14495.446
clpP_2	-7531.977	-7493.626	-7492.952	-7498.123
clpS	-1109.566	-1109.566	-1108.599	-1108.958
clpX	-6797.744	-6797.707	-6797.531	-6797.366
cls_1	-13254.487	-13254.132	-13254.271	-13253.533
clsC	-14605.873	-14600.820	-14604.300	-14605.149
cmk	-5121.599	-5118.872	-5119.048	-5118.525
coaD	-3041.696	-3041.359	-3041.678	-3041.694
coaE	-6692.422	-6691.755	-6690.961	-6690.002
cobO_1	-4879.233	-4878.008	-4878.994	-4879.046
cobS	-7290.448	-7290.184	-7289.482	-7289.288
cobT	-9988.477	-9988.111	-9987.137	-9987.680
coq7	-6648.699	-6648.466	-6646.759	-6646.049
cpoB_1	-4839.866	-4837.508	-4837.918	-4837.979
cpoB_2	-18653.202	-18651.624	-18652.206	-18649.528
cspD_1	-2390.555	-2389.843	-2389.478	-2387.031
cyaY	-2398.923	-2398.796	-2398.244	-2398.351
cysA	-7347.961	-7347.959	-7345.662	-7344.570
cysD	-5626.767	-5626.753	-5625.532	-5624.741
cysH	-5832.488	-5832.257	-5829.911	-5829.412
cysI	-10418.097	-10414.978	-10416.022	-10417.110
cysM	-6823.111	-6811.935	-6816.488	-6817.622
cysN	-8520.494	-8519.190	-8518.623	-8518.754
cysS_1	-9890.051	-9890.030	-9888.922	-9888.593
cysT	-6534.063	-6534.030	-6530.231	-6529.382
cysW	-7441.877	-7441.829	-7441.874	-7441.571
cyt	-3945.945	-3945.529	-3945.890	-3945.654
dadA_1	-10157.976	-10154.500	-10155.780	-10154.849
dan	-11456.861	-11454.200	-11439.647	-11436.491
dapA_1	-6085.123	-6057.225	-6057.616	-6057.369
dapB	-5881.236	-5881.205	-5880.938	-5880.757
dapD	-4086.104	-4085.804	-4083.979	-4082.760
dapE_1	-7840.055	-7838.605	-7840.047	-7839.785
dapF	-7342.340	-7342.291	-7341.996	-7342.269
dbpA	-9421.075	-9420.818	-9417.670	-9418.872
dcd	-2628.429	-2628.272	-2627.342	-2627.616
dcm	-13905.480	-13905.324	-13903.245	-13902.543
dctA_1	-7695.203	-7682.414	-7687.179	-7689.701
dctD	-10229.255	-10229.182	-10224.744	-10223.523
ddl	-6974.030	-6973.234	-6973.508	-6973.990
dedD	-8445.736	-8439.903	-8442.874	-8442.302
def_1	-3401.950	-3401.686	-3401.902	-3401.842
def_2	-3727.757	-3726.616	-3718.316	-3717.199
dfp	-8292.535	-8292.484	-8287.017	-8285.000
dnaB	-8250.216	-8250.167	-8250.163	-8250.155
dnaE	-23029.737	-23029.092	-23021.450	-23019.103
dnaG	-14029.005	-14026.553	-14025.895	-14024.448
dnaJ_1	-5866.986	-5866.927	-5866.373	-5866.074
dnaK	-9622.722	-9622.179	-9621.724	-9622.308
dnaN	-5358.273	-5358.194	-5357.907	-5357.746
dnaQ	-6028.291	-6028.284	-6026.907	-6027.182
dppA_2	-16247.105	-16244.431	-16211.387	-16217.265
dppB	-5804.603	-5804.585	-5804.286	-5804.485
dppC	-5134.499	-5133.451	-5134.178	-5134.160
dppD	-6724.968	-6724.351	-6724.883	-6724.724
dppF_1	-6827.882	-6827.729	-6827.125	-6825.625
dsbA	-4667.523	-4665.714	-4665.730	-4666.062
dsbB	-4939.897	-4939.449	-4939.897	-4939.802
dsbC	-5902.005	-5901.890	-5901.922	-5901.994
dtd	-3555.231	-3554.405	-3548.071	-3547.412
dut	-3289.214	-3289.051	-3288.046	-3287.674
dxr	-9277.423	-9276.097	-9275.558	-9274.762
dxs_1	-11908.222	-11908.131	-11908.208	-11908.189
ectD	-6724.462	-6724.447	-6724.027	-6723.723
eda	-4943.924	-4943.553	-4943.865	-4943.904
edd	-12289.366	-12286.599	-12286.128	-12287.318
emrA_1	-9673.484	-9660.430	-9668.022	-9668.815
emrB_1	-11382.663	-11382.529	-11382.575	-11382.271
engA	-8400.443	-8400.431	-8396.937	-8398.060
engB	-5241.802	-5241.799	-5241.786	-5241.622
eno	-5750.287	-5749.725	-5749.424	-5748.965
era	-4953.753	-4953.196	-4953.425	-4953.574
etfA_2	-9237.051	-9214.321	-9234.987	-9236.072
etfB_2	-6385.768	-6385.663	-6380.622	-6381.395
exoA	-4825.422	-4825.422	-4825.004	-4824.803
fabD_1	-7422.225	-7422.074	-7420.821	-7420.378
fabF_4	-6551.992	-6549.708	-6551.397	-6551.646
fabG_2	-5585.589	-5582.767	-5581.832	-5580.884
fabH	-6870.846	-6867.577	-6868.627	-6869.126
fabZ	-2745.890	-2745.748	-2745.580	-2745.737
fadD_1	-17476.149	-17476.135	-17466.220	-17469.135
fbp_1	-5919.947	-5919.843	-5919.044	-5918.945
fbp_3	-2020.571	-2019.759	-2019.655	-2019.435
fdx_1	-1612.208	-1611.970	-1611.296	-1611.413
fdx_2	-2031.322	-2029.374	-2031.308	-2031.211
ffh	-7384.276	-7383.812	-7384.181	-7384.242
fghA	-7330.652	-7330.237	-7329.135	-7328.704
fieF	-8218.535	-8217.847	-8217.335	-8217.096
fis	-1018.107	-1017.311	-1017.564	-1017.640
flgC	-2810.740	-2809.584	-2808.171	-2807.975
flgE_1	-11627.262	-11619.902	-11619.499	-11620.276
flgF	-6050.714	-6042.131	-6049.914	-6050.411
flgG	-4911.649	-4906.984	-4909.584	-4910.494
flgH_2	-5442.393	-5438.885	-5439.614	-5440.067
flgI	-8522.219	-8518.513	-8521.419	-8522.041
flgJ	-8002.941	-7998.028	-8002.851	-8002.926
flhA_1	-5926.875	-5926.679	-5922.813	-5921.234
flhA_2	-13556.138	-13556.052	-13555.160	-13554.020
flhB	-10192.977	-10190.986	-10186.717	-10188.694
flhC_2	-3650.202	-3649.957	-3646.260	-3645.871
flhD_1	-2267.144	-2256.845	-2244.958	-2244.693
flhD_2	-2262.148	-2256.842	-2262.012	-2262.013
fliA	-4575.675	-4574.790	-4567.417	-4566.789
fliC	-9257.626	-9254.643	-9241.528	-9246.969
fliE	-2856.944	-2856.635	-2855.844	-2856.025
fliF	-13579.517	-13576.590	-13579.022	-13579.496
fliG	-5368.159	-5367.334	-5368.046	-5368.159
fliH	-5590.245	-5590.245	-5586.538	-5586.136
fliI	-12055.315	-12046.308	-12055.292	-12055.276
fliJ	-4040.839	-4040.663	-4034.954	-4032.917
fliL	-5135.637	-5135.483	-5135.577	-5135.561
fliM	-5524.834	-5522.325	-5524.284	-5524.318
fliN	-2950.409	-2949.348	-2948.652	-2948.957
fliP	-5386.596	-5405.739	-5386.191	-5385.959
fliQ	-1852.283	-1852.265	-1849.482	-1849.949
fliR	-7763.032	-7760.852	-7755.073	-7756.988
fliS	-3506.957	-3502.746	-3502.020	-3501.261
fmt_1	-9666.684	-9666.676	-9666.615	-9666.122
fmt_2	-6787.169	-6787.107	-6784.206	-6783.643
folC	-10318.069	-10317.814	-10317.423	-10316.757
folD	-6010.197	-6009.533	-6010.196	-6010.161
folE	-5371.256	-5370.994	-5371.254	-5371.253
folP	-8303.086	-8302.652	-8303.078	-8302.956
fpr	-3911.021	-3910.451	-3903.902	-3903.273
frr	-3203.248	-3202.670	-3203.100	-3203.195
fsr	-8540.146	-8539.054	-8539.760	-8539.244
ftsA	-5221.548	-5221.548	-5220.551	-5220.178
ftsB	-3851.236	-3849.701	-3851.054	-3851.026
ftsH_1	-9427.274	-9426.726	-9427.040	-9427.026
ftsI	-13499.631	-13495.329	-13498.247	-13498.325
ftsL	-2779.606	-2778.062	-2779.268	-2779.195
ftsN	-5877.115	-5876.848	-5877.025	-5876.596
ftsQ	-4963.388	-4962.817	-4962.456	-4962.398
ftsW	-8207.426	-8204.329	-8206.505	-8206.841
ftsY	-14066.559	-14063.770	-14066.557	-14066.431
ftsY_1	-8758.964	-8758.351	-8758.815	-8758.894
ftsZ	-5548.317	-5548.212	-5546.732	-5547.551
fucU	-4581.745	-4581.732	-4579.425	-4579.199
fumC	-9336.127	-9335.733	-9335.032	-9334.717
fur	-2369.793	-2369.753	-2368.860	-2368.461
fusA_2	-17519.124	-17510.435	-17512.449	-17516.139
fusA_3	-9722.394	-9716.488	-9718.043	-9719.628
gapA	-4741.401	-4739.004	-4741.172	-4741.280
gatA	-9774.934	-9774.926	-9774.298	-9773.016
gatB	-9198.240	-9197.963	-9196.524	-9197.066
gatC	-2077.988	-2077.690	-2077.855	-2077.847
gcl	-10057.864	-10057.783	-10056.018	-10056.404
gcp	-7441.397	-7440.746	-7438.921	-7438.042
gcvH	-2720.057	-2718.177	-2715.339	-2716.740
gcvP	-18171.940	-18171.598	-18171.876	-18171.424
gcvT	-8618.525	-8618.514	-8616.367	-8617.263
gidA	-16788.830	-16788.224	-16787.183	-16785.798
gidB	-6883.011	-6882.938	-6882.956	-6882.884
glcD	-9852.126	-9852.107	-9844.399	-9843.686
glcE	-8255.828	-8255.583	-8250.457	-8248.937
glcF_1	-10109.512	-10109.465	-10107.371	-10106.391
glcF_2	-5902.327	-5902.310	-5902.310	-5902.078
glk	-13417.314	-13417.135	-13407.503	-13405.485
glmM	-11099.696	-11099.375	-11099.690	-11099.449
glmU	-10121.433	-10119.157	-10121.377	-10121.428
glnA	-6551.428	-6539.635	-6534.076	-6529.666
glnB2	-3372.464	-3372.207	-3372.276	-3370.987
glnE	-22567.835	-22567.761	-22566.836	-22563.891
glnG	-10790.093	-10787.526	-10778.357	-10776.396
glnL	-7826.057	-7825.351	-7818.546	-7815.758
glnS	-10991.771	-10989.788	-10991.143	-10991.386
gloA	-3472.159	-3472.132	-3472.142	-3472.123
glpD	-13947.825	-13946.622	-13942.878	-13941.340
glpE_1	-3145.526	-3143.606	-3143.377	-3142.878
glpK	-11047.697	-11046.269	-11042.458	-11041.907
glt1	-23935.003	-23621.615	-23618.904	-23618.464
gltA_2	-8738.235	-8737.310	-8730.584	-8718.213
gltD_2	-8390.268	-8390.265	-8390.203	-8390.215
gltI_2	-5040.156	-5039.681	-5038.717	-5039.438
gltJ	-4771.511	-4766.628	-4767.407	-4768.435
gltK	-4014.532	-4014.518	-4014.466	-4014.317
gltL	-3562.845	-3562.801	-3557.897	-3559.512
gltX	-10210.249	-10209.909	-10209.969	-10209.777
gluQ	-9905.108	-9905.107	-9905.024	-9905.080
glxR_1	-6599.841	-6589.118	-6597.984	-6598.012
glyA_1	-6733.640	-6733.266	-6733.009	-6732.953
glyQ	-5022.918	-5021.831	-5022.789	-5022.687
glyS	-15134.769	-15134.608	-15131.748	-15130.175
gmhD	-6099.513	-6099.487	-6097.806	-6097.256
gmk	-4348.560	-4348.541	-4347.416	-4347.858
gnd_1	-9377.157	-9371.235	-9376.536	-9375.889
gpmA	-4423.191	-4422.325	-4423.045	-4423.058
gpo	-4064.357	-4063.279	-4064.043	-4064.116
gpsA	-8739.033	-8738.529	-8738.344	-8737.636
greA	-3149.649	-3148.987	-3149.648	-3149.643
groEL	-12344.785	-12340.244	-12306.555	-12309.424
groES	-1879.892	-1879.430	-1879.803	-1879.868
group_1000	-10124.119	-10123.844	-10121.311	-10121.037
group_1001	-7587.397	-7587.367	-7587.328	-7586.911
group_1002	-4340.969	-4340.189	-4340.010	-4339.571
group_1003	-9448.147	-9447.822	-9446.596	-9447.468
group_100	-5508.308	-5478.673	-5500.155	-5501.532
group_1007	-4581.664	-4581.630	-4581.268	-4581.398
group_1008	-5708.294	-5707.945	-5708.244	-5708.287
group_1009	-7398.036	-7396.670	-7387.258	-7385.345
group_1011	-11737.344	-11733.810	-11737.172	-11737.284
group_101	-13382.821	-13382.370	-13382.323	-13382.793
group_1012	-11601.597	-11601.315	-11601.536	-11601.342
group_1013	-2948.283	-2947.544	-2947.985	-2947.966
group_1015	-7072.115	-7070.757	-7064.401	-7062.107
group_1016	-6675.527	-6675.226	-6675.334	-6675.455
group_1017	-9882.972	-9876.424	-9883.283	-9881.109
group_1018	-3716.575	-3715.182	-3714.366	-3714.880
group_1020	-16379.824	-16378.293	-16378.937	-16379.724
group_1022	-5474.332	-5474.098	-5470.300	-5469.373
group_102	-6902.737	-6902.043	-6901.259	-6899.083
group_1029	-9215.298	-9214.691	-9214.313	-9214.380
group_1031	-4288.510	-4288.355	-4288.425	-4288.378
group_1037	-9975.294	-9975.238	-9975.203	-9974.842
group_1040	-15162.996	-15162.983	-15161.155	-15160.267
group_1042	-10130.724	-10130.402	-10130.331	-10129.763
group_1043	-6760.467	-6755.037	-6757.998	-6758.533
group_1044	-15317.524	-15315.473	-15312.181	-15312.514
group_1045	-2839.814	-2839.150	-2839.496	-2839.448
group_1048	-3987.023	-3985.775	-3983.811	-3984.244
group_1049	-9658.427	-9656.858	-9653.531	-9654.424
group_1050	-6958.398	-6958.095	-6956.088	-6954.484
group_105	-7484.683	-7484.669	-7483.355	-7483.280
group_1059	-5100.623	-5099.354	-5098.305	-5098.945
group_1062	-8474.252	-8474.251	-8473.537	-8473.062
group_1069	-7818.185	-7816.289	-7818.179	-7818.162
group_1070	-4366.273	-4363.670	-4363.392	-4363.243
group_107	-2787.127	-2782.062	-2783.924	-2784.482
group_1077	-7034.610	-7069.001	-7033.429	-7033.680
group_1078	-27191.640	-27191.535	-27187.489	-27183.675
group_1081	-5971.510	-5968.853	-5970.239	-5970.951
group_1084	-2720.057	-2719.754	-2719.056	-2718.830
group_1101	-10851.968	-10844.718	-10851.275	-10851.843
group_1103	-9540.592	-9540.475	-9539.493	-9539.108
group_1109	-5955.241	-5955.208	-5955.238	-5955.235
group_1111	-7833.027	-7830.651	-7812.610	-7809.923
group_1112	-7816.601	-7816.519	-7815.418	-7815.158
group_1113	-3998.428	-3998.422	-3998.422	-3998.409
group_1114	-12500.780	-12500.026	-12496.342	-12494.424
group_1115	-5216.454	-5215.721	-5216.055	-5216.267
group_1116	-4545.472	-4544.414	-4543.652	-4543.694
group_1123	-13522.807	-13522.025	-13522.700	-13522.792
group_1125	-3146.857	-3146.828	-3146.595	-3146.430
group_1127	-10536.482	-10536.305	-10532.909	-10532.955
group_1128	-5848.993	-5848.409	-5848.911	-5848.651
group_1129	-6412.006	-6411.848	-6409.382	-6408.915
group_1130	-24205.631	-24198.311	-24205.546	-24205.588
group_113	-14177.913	-14174.026	-14175.517	-14175.017
group_1132	-9245.370	-9244.264	-9245.261	-9244.879
group_1141	-7019.503	-7019.327	-7019.503	-7019.490
group_1142	-4739.689	-4739.451	-4739.205	-4739.292
group_1144	-6503.617	-6503.402	-6503.551	-6503.585
group_1145	-9086.326	-9085.269	-9086.105	-9085.509
group_1146	-15370.505	-15370.098	-15369.213	-15370.036
group_1150	-12054.606	-12054.328	-12047.910	-12046.051
group_115	-3158.249	-3152.792	-3156.948	-3155.979
group_1156	-9960.217	-9958.866	-9960.173	-9959.796
group_1162	-2821.114	-2820.241	-2821.072	-2821.058
group_1163	-3128.502	-3128.488	-3127.685	-3127.614
group_1164	-10468.652	-10468.348	-10463.605	-10463.032
group_1165	-7296.779	-7296.588	-7291.794	-7290.315
group_1166	-10508.091	-10508.088	-10503.710	-10502.815
group_1168	-18234.138	-18229.990	-18232.238	-18233.202
group_1169	-12492.008	-12491.977	-12488.023	-12485.878
group_1171	-8407.686	-8407.599	-8401.384	-8399.554
group_1172	-9967.510	-9965.985	-9966.701	-9965.633
group_1173	-17117.563	-17116.885	-17111.048	-17106.793
group_1174	-7164.108	-7232.763	-7164.095	-7164.063
group_1175	-10357.798	-10356.139	-10357.057	-10354.602
group_1179	-5941.761	-5941.459	-5940.763	-5941.301
group_1182	-10245.742	-10243.069	-10238.871	-10240.544
group_1184	-11976.892	-11973.473	-11976.465	-11976.815
group_1185	-2766.704	-2763.818	-2766.652	-2766.703
group_1186	-21128.441	-21126.078	-21127.507	-21126.143
group_1187	-6191.108	-6191.099	-6190.540	-6190.141
group_1188	-13868.227	-13867.555	-13868.188	-13867.991
group_118	-9314.110	-9310.934	-9293.797	-9289.563
group_1190	-12225.798	-12225.547	-12219.175	-12216.324
group_1192	-6733.657	-6732.708	-6732.296	-6732.143
group_1193	-9606.335	-9606.335	-9603.787	-9602.690
group_1195	-15419.099	-15417.479	-15418.477	-15418.482
group_119	-6655.767	-6642.520	-6653.086	-6653.779
group_1204	-10118.942	-10118.054	-10117.501	-10116.427
group_1205	-5895.434	-5895.362	-5894.985	-5894.601
group_1207	-8499.555	-8499.122	-8497.573	-8496.707
group_1209	-3369.906	-3372.219	-3369.866	-3369.906
group_1211	-6302.372	-6302.102	-6296.609	-6296.526
group_1212	-28604.311	-28604.179	-28595.158	-28586.821
group_1213	-11064.572	-11064.102	-11064.385	-11064.549
group_1215	-4773.168	-4772.680	-4772.454	-4772.561
group_1217	-6028.985	-6028.755	-6028.841	-6028.761
group_1218	-7173.681	-7170.797	-7160.171	-7159.711
group_1219	-4105.057	-4104.225	-4102.285	-4103.112
group_122	-14584.722	-14580.879	-14570.211	-14567.379
group_1221	-6855.521	-6855.140	-6849.573	-6848.058
group_1222	-3760.178	-3755.653	-3752.532	-3752.373
group_1223	-4863.966	-4863.275	-4862.959	-4862.360
group_1224	-5158.980	-5157.594	-5149.337	-5147.239
group_1226	-2035.662	-2033.372	-2035.334	-2035.422
group_1227	-19071.287	-19072.406	-19069.701	-19069.026
group_1229	-5312.264	-5312.262	-5311.819	-5311.704
group_1232	-10493.199	-10493.189	-10490.796	-10489.484
group_1233	-37706.203	-37705.677	-37706.203	-37706.001
group_1234	-9981.883	-9980.991	-9979.586	-9978.479
group_123	-7588.745	-7584.861	-7587.561	-7586.977
group_1238	-1536.958	-1535.103	-1536.467	-1536.371
group_1246	-6354.492	-6353.789	-6354.439	-6354.156
group_1249	-9971.236	-9971.211	-9969.968	-9969.584
group_1257	-6346.711	-6346.570	-6346.188	-6345.662
group_1259	-2241.294	-2241.217	-2240.881	-2240.838
group_1262	-11364.321	-11363.461	-11364.052	-11364.316
group_1264	-5535.218	-5532.710	-5533.035	-5533.449
group_126	-7128.917	-7128.866	-7128.685	-7128.907
group_1269	-3096.124	-3094.772	-3091.005	-3090.684
group_1277	-13326.722	-13323.839	-13323.582	-13324.576
group_1278	-5067.172	-5067.163	-5065.636	-5065.055
group_1280	-7749.061	-7748.498	-7748.637	-7747.549
group_128	-4557.975	-4557.331	-4557.027	-4557.327
group_1285	-3894.659	-3891.361	-3894.636	-3894.515
group_1286	-3118.639	-3118.638	-3118.556	-3118.523
group_1287	-7654.821	-7654.217	-7654.728	-7654.809
group_1289	-7436.494	-7436.387	-7436.468	-7436.320
group_1295	-6544.385	-6543.592	-6543.655	-6543.415
group_1298	-10703.823	-10702.727	-10693.417	-10691.811
group_1305	-5688.181	-5687.756	-5687.925	-5687.357
group_131	-4263.130	-4261.626	-4261.749	-4262.020
group_1314	-8830.488	-8830.462	-8830.473	-8830.481
group_1339	-9073.616	-9073.581	-9073.102	-9072.523
group_134	-2246.069	-2246.054	-2243.966	-2243.747
group_1343	-8963.551	-8962.844	-8963.546	-8963.479
group_1344	-4403.493	-4401.547	-4401.281	-4401.748
group_1347	-5219.380	-5219.210	-5217.718	-5216.958
group_135	-1130.005	-1126.618	-1130.009	-1129.706
group_1369	-4205.044	-4204.995	-4204.887	-4204.682
group_1371	-3919.110	-3918.170	-3917.895	-3917.691
group_1391	-11080.461	-11080.350	-11079.299	-11079.301
group_1393	-7108.559	-7106.626	-7108.324	-7108.528
group_1396	-4922.840	-4922.817	-4921.756	-4921.238
group_139	-8416.979	-8416.491	-8412.952	-8411.083
group_1401	-3133.992	-3133.945	-3133.952	-3133.986
group_1407	-3581.000	-3579.591	-3564.297	-3562.804
group_1408	-3730.605	-3729.989	-3729.880	-3729.626
group_1414	-3273.828	-3273.825	-3273.801	-3273.819
group_1420	-8130.232	-8126.763	-8128.228	-8128.475
group_1421	-4389.659	-4389.635	-4389.240	-4389.265
group_142	-6092.219	-6091.129	-6090.134	-6090.650
group_143	-4341.811	-4338.690	-4332.090	-4331.741
group_1447	-5079.029	-5077.342	-5076.450	-5076.921
group_1451	-7072.677	-7070.984	-7070.426	-7071.439
group_1452	-1794.754	-1793.619	-1793.737	-1794.008
group_1461	-5686.270	-5683.963	-5685.608	-5686.059
group_1471	-2244.717	-2243.611	-2243.916	-2244.203
group_1472	-3363.920	-3363.827	-3363.597	-3363.392
group_1477	-19183.918	-19183.859	-19181.510	-19181.279
group_147	-9315.507	-9315.076	-9308.241	-9306.394
group_1483	-3537.929	-3537.008	-3537.375	-3537.143
group_1485	-5055.305	-5049.880	-5041.424	-5039.571
group_1487	-10704.602	-10701.932	-10704.420	-10704.016
group_1493	-10295.776	-10283.978	-10251.982	-10249.829
group_1497	-2126.765	-2126.345	-2126.690	-2126.746
group_1505	-9876.185	-9874.208	-9876.144	-9876.149
group_1510	-11381.562	-11381.351	-11380.903	-11381.399
group_1511	-3195.201	-3195.192	-3193.487	-3193.191
group_1515	-1761.063	-1760.911	-1757.958	-1758.260
group_1520	-4452.009	-4451.890	-4451.716	-4451.347
group_1521	-4986.695	-4986.390	-4986.039	-4986.311
group_1527	-6844.334	-6844.330	-6842.780	-6843.423
group_1530	-2342.477	-2342.410	-2342.110	-2341.622
group_1535	-6338.617	-6337.282	-6332.517	-6330.024
group_1551	-10857.959	-10857.711	-10855.606	-10854.307
group_1554	-7791.265	-7790.935	-7791.184	-7791.241
group_1555	-14177.494	-14176.847	-14174.411	-14174.633
group_1556	-3211.105	-3211.081	-3211.069	-3211.103
group_1557	-16906.195	-16924.222	-17088.394	-16905.965
group_1558	-6248.810	-6247.616	-6245.813	-6244.455
group_1561	-6715.679	-6715.565	-6714.633	-6714.962
group_1563	-5899.545	-5899.054	-5899.544	-5899.532
group_1572	-4568.421	-4568.420	-4568.419	-4568.422
group_1582	-2987.846	-2987.741	-2987.808	-2987.664
group_15	-8327.889	-8312.451	-8317.817	-8318.870
group_158	-6602.773	-6602.274	-6600.744	-6600.749
group_1591	-3887.866	-3887.866	-3885.765	-3884.798
group_1595	-2738.838	-2738.836	-2738.814	-2738.697
group_1596	-1968.847	-1967.814	-1968.545	-1968.531
group_1608	-6924.765	-6923.927	-6920.113	-6918.192
group_1610	-7472.275	-7471.753	-7471.216	-7470.824
